sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif
ERR14783503,NODE_8_length_292885_cov_3.853411,gene:proph:161537;gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413,Citrobacter freundii,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,MDFA,HIA
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,MSBA,HIA
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMPA,Authorized for use in humans only ?
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMPFB,Authorized for use in humans only 
ERR14783503,NODE_21_length_182081_cov_7.695736,gene:proph:169080,Citrobacter freundii,Drugs,betalactams,Class_C_betalactamases,CMY,Authorized for use in humans only 
ERR14783503,NODE_21_length_182081_cov_7.695736,gene:proph:169080,Citrobacter freundii,Drugs,betalactams,Class_C_betalactamases,CMY,Authorized for use in humans only 
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0
ERR14783503,NODE_38_length_105471_cov_3.333878,gene:proph:173413;gene:proph:175311;gene:proph:161537,Citrobacter freundii,Drugs,Fluoroquinolones,Quinolone_resistance_protein_Qnr,QNRB,HPCIA
ERR14783503,NODE_18_length_195051_cov_7.664064,gene:proph:184661;gene:proph:184659;gene:proph:163818,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,MURA,HPCIA
ERR14783503,NODE_18_length_195051_cov_7.664064,gene:proph:184661;gene:proph:184659;gene:proph:163818,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRF,Authorized for use in humans only ?
ERR14783503,NODE_14_length_220695_cov_186.062851,gene:vir:3412;gene:vir:94765;gene:proph:183066;gene:plasmid:135980;gene:plasmid:135959;gene:vir:3396;gene:proph:162945;gene:proph:183053;gene:vir:3399;gene:proph:183055;gene:vir:3401;gene:vir:3403;gene:proph:183059;gene:proph:183061;gene:vir:3407;gene:vir:3408;gene:proph:183064;gene:vir:3410;gene:proph:183067;gene:proph:183068;gene:vir:3414;gene:proph:183070;gene:proph:183066,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,BCR,Not medically important
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTC,Not medically important
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT,HPCIA
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_regulator,BAES,CIA
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783509,NODE_24_length_102810_cov_4.006028,gene:plasmid:122956;gene:plasmid:122853;gene:plasmid:151356;gene:plasmid:151355;gene:plasmid:151354;gene:plasmid:123068;gene:plasmid:122725,Bacillus mycoides,Drugs,Nucleosides,Streptothricin_acetyltransferase,SAT,CIA
ERR14783509,NODE_200_length_5986_cov_2.260283,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783509,NODE_200_length_5986_cov_2.260283,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus thuringiensis,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL,Authorized for use in humans only
ERR14783509,NODE_2_length_506893_cov_5.517870,gene:proph:162941;gene:proph:183089;gene:vir:1099;gene:proph:162949;gene:plasmid:17312;gene:plasmid:17311;gene:plasmid:17310;gene:plasmid:17309;gene:plasmid:17308;gene:plasmid:17300;gene:vir:1128;gene:proph:163035;gene:vir:1132;gene:vir:1133;gene:vir:1134;gene:vir:1136;gene:vir:1137;gene:vir:4023;gene:vir:1139;gene:vir:1143;gene:plasmid:17299;gene:plasmid:135980;gene:plasmid:135959;gene:proph:162933;gene:proph:184306;gene:proph:183053;gene:proph:183083;gene:vir:1116;gene:vir:3400;gene:proph:162961;gene:proph:183077;gene:proph:162940;gene:proph:162928,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783510,NODE_249_length_49800_cov_7.499144,gene:plasmid:123887,Serratia liquefaciens,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783510,NODE_249_length_49800_cov_7.499144,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783510,NODE_510_length_27257_cov_4.352635,gene:plasmid:123888;gene:plasmid:123887,Rahnella sp. Y9602,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783510,NODE_282_length_46088_cov_8.140989,gene:plasmid:124575,Pseudomonas saxonica,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783510,NODE_30_length_183848_cov_3.127525,gene:plasmid:134726;gene:plasmid:134726,Rahnella aquatilis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783510,NODE_186_length_61745_cov_5.187867,gene:plasmid:137174;gene:plasmid:137265,Pseudomonas saxonica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783510,NODE_1642_length_5297_cov_49.945841,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783510,NODE_1642_length_5297_cov_49.945841,gene:plasmid:139560,Leuconostoc pseudomesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783510,NODE_1557_length_5648_cov_63.195979,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783510,NODE_1557_length_5648_cov_63.195979,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783510,NODE_500_length_27586_cov_446.511199,gene:plasmid:19763;gene:plasmid:17265;gene:plasmid:87114;gene:plasmid:17365;gene:plasmid:17315;gene:plasmid:17316;gene:plasmid:17317;gene:plasmid:17286;gene:plasmid:119373;gene:plasmid:17348,Listeria monocytogenes,Drugs,Tetracyclines,Tetracycline_resistance_ribosomal_protection_proteins,TETS,HIA
ERR14783510,NODE_51_length_143839_cov_7.816870,gene:plasmid:20845,Pseudomonas saxonica,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783510,NODE_51_length_143839_cov_7.816870,gene:plasmid:20845,Pseudomonas saxonica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783510,NODE_1093_length_9551_cov_4.383065,gene:plasmid:83808;gene:plasmid:91778,Klebsiella pneumoniae,Drugs,Tetracyclines,Tetracycline_resistance_MFS_efflux_pumps,TETD,HIA
ERR14783510,NODE_8_length_454554_cov_41.097472,gene:plasmid:93474;gene:plasmid:136993,Yersinia alsatica,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783510,NODE_8_length_454554_cov_41.097472,gene:plasmid:93474;gene:plasmid:136993,Yersinia alsatica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_regulator,EVGS,Authorized for use in humans only ?
ERR14783510,NODE_13_length_350479_cov_2.609764,gene:plasmid:93482;gene:plasmid:124502,Rahnella aquatilis,Drugs,betalactams,Class_A_betalactamases,RAHN,Authorized for use in humans only 
ERR14783510,NODE_13_length_350479_cov_2.609764,gene:plasmid:93482;gene:plasmid:124502,Rahnella aquatilis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEB,0
ERR14783510,NODE_20_length_230279_cov_43.779876,gene:proph:159064,Yersinia alsatica,Drugs,Fosfomycin,Fosfomycin_target_mutation,MURA,HPCIA
ERR14783510,NODE_114_length_84812_cov_3.943166,gene:proph:159396,Rahnella aceris,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT,HPCIA
ERR14783510,NODE_83_length_100517_cov_34.083166,gene:proph:163818,Yersinia frederiksenii,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?
ERR14783510,NODE_83_length_100517_cov_34.083166,gene:proph:163818,Pantoea agglomerans,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_pumps,KPNO,0
ERR14783510,NODE_6_length_570856_cov_35.798787,gene:proph:163979;gene:proph:166152,Yersinia alsatica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783510,NODE_6_length_570856_cov_35.798787,gene:proph:163979;gene:proph:166152,Yersinia alsatica,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783510,NODE_7_length_507990_cov_3.141922,gene:proph:163979;gene:proph:173461,Rahnella sp. Y9602,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783510,NODE_7_length_507990_cov_3.141922,gene:proph:163979;gene:proph:173461,Rahnella sp. Y9602,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783510,NODE_3_length_722390_cov_40.125872,gene:proph:173756;gene:proph:175005;gene:proph:173765;gene:proph:175001;gene:proph:173768;gene:proph:173769;gene:proph:174993;gene:proph:173776;gene:proph:173777;gene:proph:174987;gene:proph:173782;gene:proph:173786;gene:proph:174981;gene:proph:173788,Yersinia alsatica,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,RPOS,0
ERR14783510,NODE_418_length_33378_cov_42.957114,gene:proph:176835;gene:plasmid:123887,Yersinia alsatica,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783510,NODE_418_length_33378_cov_42.957114,gene:proph:176835;gene:plasmid:123887,Yersinia alsatica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783510,NODE_163_length_66340_cov_5.816683,gene:proph:184236;gene:proph:175950;gene:proph:175955;gene:proph:184195;gene:proph:184194,Pseudomonas saxonica,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783510,NODE_163_length_66340_cov_5.816683,gene:proph:184236;gene:proph:175950;gene:proph:175955;gene:proph:184195;gene:proph:184194,Pseudomonas saxonica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783510,NODE_2_length_876226_cov_33.442275,gene:vir:105410,Yersinia alsatica,Drugs,Multi-drug_resistance,Multi-drug_MFS_efflux_pumps,ROSA,NA
ERR14783510,NODE_2_length_876226_cov_33.442275,gene:vir:105410,Yersinia alsatica,Drugs,Multi-drug_resistance,Multi-drug_MFS_efflux_pumps,ROSB,NA
ERR14783510,NODE_2_length_876226_cov_33.442275,gene:vir:105410,Yersinia alsatica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0
ERR14783510,NODE_193_length_60031_cov_3.021918,gene:vir:6079;gene:proph:163818,Rahnella aquatilis,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?
ERR14783511,NODE_68_length_49648_cov_12.568850,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783511,NODE_68_length_49648_cov_12.568850,gene:plasmid:123887,Pseudomonas saxonica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783511,NODE_76_length_46312_cov_12.842546,gene:plasmid:124575,Pseudomonas saxonica,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783511,NODE_800_length_5648_cov_61.872306,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783511,NODE_800_length_5648_cov_61.872306,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783511,NODE_257_length_21320_cov_9.093757,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas saxonica,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783511,NODE_257_length_21320_cov_9.093757,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas saxonica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783512,NODE_14_length_183158_cov_74.409789,gene:plasmid:115548;gene:proph:184192;gene:proph:184193,Pseudomonas brenneri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK,CIA
ERR14783512,NODE_84_length_43549_cov_84.502948,gene:plasmid:138489,Pseudomonas brenneri,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783512,NODE_84_length_43549_cov_84.502948,gene:plasmid:138489,Pseudomonas sp. FP453,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783512,NODE_685_length_4401_cov_2.379504,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783512,NODE_623_length_4864_cov_23.909014,gene:plasmid:141403,Bacillus cereus,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783512,NODE_623_length_4864_cov_23.909014,gene:plasmid:141403,Bacillus mycoides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783512,NODE_24_length_142166_cov_98.510198,gene:plasmid:145291;gene:plasmid:157593,Pseudomonas brenneri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB,HPCIA
ERR14783512,NODE_3_length_296946_cov_70.194519,gene:plasmid:146294;gene:plasmid:21628;gene:plasmid:154791,Pseudomonas brenneri,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMRA,0
ERR14783512,NODE_37_length_98452_cov_51.105731,gene:plasmid:20371;gene:plasmid:20600;gene:plasmid:20598;gene:plasmid:20597,Pseudomonas brenneri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB,CIA
ERR14783512,NODE_37_length_98452_cov_51.105731,gene:plasmid:20371;gene:plasmid:20600;gene:plasmid:20598;gene:plasmid:20597,Pseudomonas brenneri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXD1,0
ERR14783512,NODE_5_length_256104_cov_66.984295,gene:plasmid:21134;gene:plasmid:26360,Pseudomonas brenneri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,PMPM,HPCIA
ERR14783512,NODE_18_length_163493_cov_88.843841,gene:plasmid:22061;gene:plasmid:124575,Pseudomonas brenneri,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783512,NODE_52_length_75242_cov_93.334314,gene:plasmid:22062;gene:plasmid:116567,Pseudomonas brenneri,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC,0
ERR14783512,NODE_20_length_157734_cov_86.951544,gene:plasmid:28506;gene:plasmid:116643;gene:plasmid:20845;gene:plasmid:22605,Pseudomonas brenneri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783512,NODE_20_length_157734_cov_86.951544,gene:plasmid:28506;gene:plasmid:116643;gene:plasmid:20845;gene:plasmid:22605,Pseudomonas brenneri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783512,NODE_20_length_157734_cov_86.951544,gene:plasmid:28506;gene:plasmid:116643;gene:plasmid:20845;gene:plasmid:22605,Pseudomonas brenneri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783512,NODE_139_length_25843_cov_69.775432,gene:plasmid:85950,Pseudomonas brenneri,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783519,NODE_1939_length_3441_cov_2.155401,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783519,NODE_15_length_113354_cov_2.718777,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783519,NODE_15_length_113354_cov_2.718777,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783521,NODE_569_length_5531_cov_22.021281,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783521,NODE_569_length_5531_cov_22.021281,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783521,NODE_40_length_108592_cov_4.020375,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783521,NODE_40_length_108592_cov_4.020375,gene:plasmid:139560;gene:plasmid:131376,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783521,NODE_2_length_918619_cov_31.335965,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,EMRB,HPCIA
ERR14783521,NODE_2_length_918619_cov_31.335965,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783521,NODE_1_length_1309067_cov_28.303480,gene:proph:168063;gene:plasmid:119512;gene:plasmid:119478;gene:vir:108429,Hafnia paralvei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783521,NODE_1_length_1309067_cov_28.303480,gene:proph:168063;gene:plasmid:119512;gene:plasmid:119478;gene:vir:108429,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783521,NODE_1_length_1309067_cov_28.303480,gene:proph:168063;gene:plasmid:119512;gene:plasmid:119478;gene:vir:108429,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC,HIA ?
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783521,NODE_132_length_34475_cov_41.394928,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783521,NODE_132_length_34475_cov_41.394928,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783521,NODE_3_length_455292_cov_261.619206,gene:vir:4019;gene:vir:1043;gene:vir:1042;ICEberg|404|Tn5301|GenBank|S54034|1..515;gene:plasmid:135980;gene:plasmid:135959;gene:vir:4021;gene:vir:4022;gene:proph:183100;gene:proph:183258;gene:vir:94760,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783522,NODE_19_length_82448_cov_2.668262,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783522,NODE_2_length_724414_cov_8.039236,gene:plasmid:119512;gene:plasmid:119478,Hafnia paralvei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783522,NODE_1_length_918564_cov_8.666964,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,EMRB,HPCIA
ERR14783522,NODE_1_length_918564_cov_8.666964,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783522,NODE_4_length_371546_cov_11.295553,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783522,NODE_4_length_371546_cov_11.295553,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC,HIA ?
ERR14783522,NODE_40_length_34475_cov_10.536392,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783522,NODE_40_length_34475_cov_10.536392,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783522,NODE_3_length_715253_cov_7.382189,gene:vir:108429;gene:proph:176833;gene:proph:168063,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783523,NODE_436_length_5339_cov_23.106677,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783523,NODE_436_length_5339_cov_23.106677,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783524,NODE_14_length_243900_cov_4.097919,gene:plasmid:119512;gene:plasmid:119478,Hafnia paralvei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783524,NODE_173_length_29046_cov_24.478094,gene:plasmid:123887,Pseudomonas sp. S2_B10,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783524,NODE_5_length_395480_cov_4.148832,gene:plasmid:134726;gene:plasmid:134726;gene:proph:163818,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
