sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif,coverage,count,mean_length,rpkm
ERR14783501,NODE_7_length_349576_cov_34.160018,gene:plasmid:87452;gene:proph:170892;gene:plasmid:88436;gene:plasmid:87451,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?,34.160018,30718602,147.89217901257355396576,7.5192
ERR14783501,NODE_7_length_349576_cov_34.160018,gene:plasmid:87452;gene:proph:170892;gene:plasmid:88436;gene:plasmid:87451,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,34.160018,30718602,147.89217901257355396576,7.5192
ERR14783501,NODE_7_length_349576_cov_34.160018,gene:plasmid:87452;gene:proph:170892;gene:plasmid:88436;gene:plasmid:87451,Citrobacter freundii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0,34.160018,30718602,147.89217901257355396576,7.5192
ERR14783501,NODE_38_length_115690_cov_21.894464,gene:proph:161536;gene:proph:175311;gene:proph:164865;gene:proph:175295;gene:proph:161537,Citrobacter freundii,Drugs,Fluoroquinolones,Quinolone_resistance_protein_Qnr,QNRB,HPCIA,21.894464,30718602,147.89217901257355396576,4.81934
ERR14783501,NODE_25_length_161340_cov_22.738985,gene:proph:161537,Citrobacter freundi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_pumps,KPNO,0,22.738985,30718602,147.89217901257355396576,5.00523
ERR14783501,NODE_25_length_161340_cov_22.738985,gene:proph:161537,Citrobacter freundi,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0,22.738985,30718602,147.89217901257355396576,5.00523
ERR14783501,NODE_2_length_652558_cov_27.197829,gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512;gene:plasmid:155991;gene:plasmid:155983;gene:plasmid:156052;gene:proph:163818;gene:plasmid:24609;gene:proph:172517,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,MDFA,HIA,27.197829,30718602,147.89217901257355396576,5.9867
ERR14783501,NODE_2_length_652558_cov_27.197829,gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512;gene:plasmid:155991;gene:plasmid:155983;gene:plasmid:156052;gene:proph:163818;gene:plasmid:24609;gene:proph:172517,Citrobacter freundii,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,MSBA,HIA,27.197829,30718602,147.89217901257355396576,5.9867
ERR14783501,NODE_2_length_652558_cov_27.197829,gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512;gene:plasmid:155991;gene:plasmid:155983;gene:plasmid:156052;gene:proph:163818;gene:plasmid:24609;gene:proph:172517,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMPA,Authorized for use in humans only ?,27.197829,30718602,147.89217901257355396576,5.9867
ERR14783501,NODE_2_length_652558_cov_27.197829,gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512;gene:plasmid:155991;gene:plasmid:155983;gene:plasmid:156052;gene:proph:163818;gene:plasmid:24609;gene:proph:172517,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMPFB,Authorized for use in humans only ,27.197829,30718602,147.89217901257355396576,5.9867
ERR14783501,NODE_2_length_652558_cov_27.197829,gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512;gene:plasmid:155991;gene:plasmid:155983;gene:plasmid:156052;gene:proph:163818;gene:plasmid:24609;gene:proph:172517,Citrobacter freundii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0,27.197829,30718602,147.89217901257355396576,5.9867
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,BCR,Not medically important,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTC,Not medically important,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT,HPCIA,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_regulator,BAES,CIA,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_1_length_691348_cov_28.573461,gene:proph:161537;gene:vir:103532;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179;gene:proph:169502;gene:proph:179460;gene:proph:176082;gene:vir:389;gene:vir:393;gene:vir:1904;gene:proph:161536,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,28.573461,30718602,147.89217901257355396576,6.2895
ERR14783501,NODE_21_length_182081_cov_43.031623,gene:proph:169080,Citrobacter freundii,Drugs,betalactams,Class_C_betalactamases,CMY,Authorized for use in humans only ,43.031623,30718602,147.89217901257355396576,9.47199
ERR14783501,NODE_21_length_182081_cov_43.031623,gene:proph:169080,Citrobacter freundii,Drugs,betalactams,Class_C_betalactamases,CMY,Authorized for use in humans only ,43.031623,30718602,147.89217901257355396576,9.47199
ERR14783501,NODE_8_length_331337_cov_23.754875,gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413;gene:proph:181117;gene:proph:169499,Citrobacter braakii,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,HNS,Authorized for use in humans only ?,23.754875,30718602,147.89217901257355396576,5.22885
ERR14783501,NODE_8_length_331337_cov_23.754875,gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413;gene:proph:181117;gene:proph:169499,Citrobacter braakii,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0,23.754875,30718602,147.89217901257355396576,5.22885
ERR14783501,NODE_19_length_195066_cov_42.695197,gene:proph:184661;gene:proph:184659;gene:proph:163818,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,MURA,HPCIA,42.695197,30718602,147.89217901257355396576,9.39793
ERR14783501,NODE_19_length_195066_cov_42.695197,gene:proph:184661;gene:proph:184659;gene:proph:163818,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRF,Authorized for use in humans only ?,42.695197,30718602,147.89217901257355396576,9.39793
ERR14783501,NODE_16_length_220695_cov_260.738697,gene:vir:3412;gene:vir:94765;gene:proph:183066;gene:plasmid:135980;gene:plasmid:135959;gene:vir:3396;gene:proph:162945;gene:vir:3398;gene:vir:3399;gene:proph:183055;gene:proph:183056;gene:proph:183058;gene:vir:3404;gene:proph:183061;gene:vir:3407;gene:vir:3408;gene:vir:3409;gene:proph:183065;gene:vir:3412;gene:vir:3413;gene:vir:3414;gene:proph:183070;gene:proph:183066,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,260.738697,30718602,147.89217901257355396576,57.393
ERR14783502,NODE_179_length_4038_cov_1.675786,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,1.675786,2291044,141.53839428662216875799,5.16786
ERR14783502,NODE_6_length_194754_cov_29.114650,gene:proph:183067;gene:vir:94765;gene:proph:183045;gene:plasmid:135980;gene:plasmid:135959;gene:vir:3396;gene:proph:162945;gene:vir:3398;gene:vir:3399;gene:proph:183055;gene:vir:3401;gene:proph:183058;gene:proph:183059;gene:proph:183061;gene:vir:3407;gene:proph:183063;gene:vir:3409;gene:proph:183065,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,29.114650,2291044,141.53839428662216875799,89.785
ERR14783503,NODE_112_length_32327_cov_8.897826,gene:plasmid:123887,Pseudomonas helleri,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,8.897826,19899728,146.57558917388217567596,3.05053
ERR14783503,NODE_565_length_5592_cov_47.542360,gene:plasmid:139560;gene:plasmid:131185,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,47.542360,19899728,146.57558917388217567596,16.2994
ERR14783503,NODE_565_length_5592_cov_47.542360,gene:plasmid:139560;gene:plasmid:131185,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,47.542360,19899728,146.57558917388217567596,16.2994
ERR14783503,NODE_26_length_161340_cov_3.175892,gene:proph:161537,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_pumps,KPNO,0,3.175892,19899728,146.57558917388217567596,1.08882
ERR14783503,NODE_26_length_161340_cov_3.175892,gene:proph:161537,Citrobacter freundii,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0,3.175892,19899728,146.57558917388217567596,1.08882
ERR14783503,NODE_16_length_197240_cov_4.128596,gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512;gene:plasmid:155991;gene:plasmid:155983;gene:plasmid:156052;gene:proph:172517,Citrobacter freundii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0,4.128596,19899728,146.57558917388217567596,1.41545
ERR14783503,NODE_8_length_292885_cov_3.853411,gene:proph:161537;gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413,Citrobacter freundii,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0,3.853411,19899728,146.57558917388217567596,1.3211
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,MDFA,HIA,4.460538,19899728,146.57558917388217567596,1.52925
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,MSBA,HIA,4.460538,19899728,146.57558917388217567596,1.52925
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMPA,Authorized for use in humans only ?,4.460538,19899728,146.57558917388217567596,1.52925
ERR14783503,NODE_4_length_455418_cov_4.460538,gene:proph:163818;gene:plasmid:24609,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMPFB,Authorized for use in humans only ,4.460538,19899728,146.57558917388217567596,1.52925
ERR14783503,NODE_21_length_182081_cov_7.695736,gene:proph:169080,Citrobacter freundii,Drugs,betalactams,Class_C_betalactamases,CMY,Authorized for use in humans only ,7.695736,19899728,146.57558917388217567596,2.6384
ERR14783503,NODE_21_length_182081_cov_7.695736,gene:proph:169080,Citrobacter freundii,Drugs,betalactams,Class_C_betalactamases,CMY,Authorized for use in humans only ,7.695736,19899728,146.57558917388217567596,2.6384
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA,5.412569,19899728,146.57558917388217567596,1.85564
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?,5.412569,19899728,146.57558917388217567596,1.85564
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,5.412569,19899728,146.57558917388217567596,1.85564
ERR14783503,NODE_6_length_344886_cov_5.412569,gene:proph:170892;gene:plasmid:88436,Citrobacter freundii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0,5.412569,19899728,146.57558917388217567596,1.85564
ERR14783503,NODE_38_length_105471_cov_3.333878,gene:proph:173413;gene:proph:175311;gene:proph:161537,Citrobacter freundii,Drugs,Fluoroquinolones,Quinolone_resistance_protein_Qnr,QNRB,HPCIA,3.333878,19899728,146.57558917388217567596,1.14299
ERR14783503,NODE_18_length_195051_cov_7.664064,gene:proph:184661;gene:proph:184659;gene:proph:163818,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,MURA,HPCIA,7.664064,19899728,146.57558917388217567596,2.62755
ERR14783503,NODE_18_length_195051_cov_7.664064,gene:proph:184661;gene:proph:184659;gene:proph:163818,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRF,Authorized for use in humans only ?,7.664064,19899728,146.57558917388217567596,2.62755
ERR14783503,NODE_14_length_220695_cov_186.062851,gene:vir:3412;gene:vir:94765;gene:proph:183066;gene:plasmid:135980;gene:plasmid:135959;gene:vir:3396;gene:proph:162945;gene:proph:183053;gene:vir:3399;gene:proph:183055;gene:vir:3401;gene:vir:3403;gene:proph:183059;gene:proph:183061;gene:vir:3407;gene:vir:3408;gene:proph:183064;gene:vir:3410;gene:proph:183067;gene:proph:183068;gene:vir:3414;gene:proph:183070;gene:proph:183066,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,186.062851,19899728,146.57558917388217567596,63.7897
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,BCR,Not medically important,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTC,Not medically important,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT,HPCIA,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_regulator,BAES,CIA,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783503,NODE_2_length_651656_cov_4.523883,gene:vir:7156;gene:proph:183597;gene:plasmid:134726;gene:plasmid:134726;gene:proph:161537;gene:plasmid:86179,Citrobacter freundii,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,4.523883,19899728,146.57558917388217567596,1.55097
ERR14783509,NODE_24_length_102810_cov_4.006028,gene:plasmid:122956;gene:plasmid:122853;gene:plasmid:151356;gene:plasmid:151355;gene:plasmid:151354;gene:plasmid:123068;gene:plasmid:122725,Bacillus mycoides,Drugs,Nucleosides,Streptothricin_acetyltransferase,SAT,CIA,4.006028,1961531,140.45157838443542314651,14.5409
ERR14783509,NODE_200_length_5986_cov_2.260283,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,2.260283,1961531,140.45157838443542314651,8.20429
ERR14783509,NODE_200_length_5986_cov_2.260283,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.260283,1961531,140.45157838443542314651,8.20429
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus thuringiensis,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,9.094091,1961531,140.45157838443542314651,33.0094
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,9.094091,1961531,140.45157838443542314651,33.0094
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL,Authorized for use in humans only,9.094091,1961531,140.45157838443542314651,33.0094
ERR14783509,NODE_2_length_506893_cov_5.517870,gene:proph:162941;gene:proph:183089;gene:vir:1099;gene:proph:162949;gene:plasmid:17312;gene:plasmid:17311;gene:plasmid:17310;gene:plasmid:17309;gene:plasmid:17308;gene:plasmid:17300;gene:vir:1128;gene:proph:163035;gene:vir:1132;gene:vir:1133;gene:vir:1134;gene:vir:1136;gene:vir:1137;gene:vir:4023;gene:vir:1139;gene:vir:1143;gene:plasmid:17299;gene:plasmid:135980;gene:plasmid:135959;gene:proph:162933;gene:proph:184306;gene:proph:183053;gene:proph:183083;gene:vir:1116;gene:vir:3400;gene:proph:162961;gene:proph:183077;gene:proph:162940;gene:proph:162928,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,5.517870,1961531,140.45157838443542314651,20.0286
ERR14783510,NODE_249_length_49800_cov_7.499144,gene:plasmid:123887,Serratia liquefaciens,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,7.499144,23333517,145.00464944911647909742,2.21641
ERR14783510,NODE_249_length_49800_cov_7.499144,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,7.499144,23333517,145.00464944911647909742,2.21641
ERR14783510,NODE_510_length_27257_cov_4.352635,gene:plasmid:123888;gene:plasmid:123887,Rahnella sp. Y9602,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,4.352635,23333517,145.00464944911647909742,1.28644
ERR14783510,NODE_282_length_46088_cov_8.140989,gene:plasmid:124575,Pseudomonas saxonica,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,8.140989,23333517,145.00464944911647909742,2.40611
ERR14783510,NODE_30_length_183848_cov_3.127525,gene:plasmid:134726;gene:plasmid:134726,Rahnella aquatilis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,3.127525,23333517,145.00464944911647909742,0.924355
ERR14783510,NODE_186_length_61745_cov_5.187867,gene:plasmid:137174;gene:plasmid:137265,Pseudomonas saxonica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,5.187867,23333517,145.00464944911647909742,1.5333
ERR14783510,NODE_1642_length_5297_cov_49.945841,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,49.945841,23333517,145.00464944911647909742,14.7617
ERR14783510,NODE_1642_length_5297_cov_49.945841,gene:plasmid:139560,Leuconostoc pseudomesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,49.945841,23333517,145.00464944911647909742,14.7617
ERR14783510,NODE_1557_length_5648_cov_63.195979,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,63.195979,23333517,145.00464944911647909742,18.6779
ERR14783510,NODE_1557_length_5648_cov_63.195979,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,63.195979,23333517,145.00464944911647909742,18.6779
ERR14783510,NODE_500_length_27586_cov_446.511199,gene:plasmid:19763;gene:plasmid:17265;gene:plasmid:87114;gene:plasmid:17365;gene:plasmid:17315;gene:plasmid:17316;gene:plasmid:17317;gene:plasmid:17286;gene:plasmid:119373;gene:plasmid:17348,Listeria monocytogenes,Drugs,Tetracyclines,Tetracycline_resistance_ribosomal_protection_proteins,TETS,HIA,446.511199,23333517,145.00464944911647909742,131.968
ERR14783510,NODE_51_length_143839_cov_7.816870,gene:plasmid:20845,Pseudomonas saxonica,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,7.816870,23333517,145.00464944911647909742,2.31031
ERR14783510,NODE_51_length_143839_cov_7.816870,gene:plasmid:20845,Pseudomonas saxonica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,7.816870,23333517,145.00464944911647909742,2.31031
ERR14783510,NODE_1093_length_9551_cov_4.383065,gene:plasmid:83808;gene:plasmid:91778,Klebsiella pneumoniae,Drugs,Tetracyclines,Tetracycline_resistance_MFS_efflux_pumps,TETD,HIA,4.383065,23333517,145.00464944911647909742,1.29544
ERR14783510,NODE_8_length_454554_cov_41.097472,gene:plasmid:93474;gene:plasmid:136993,Yersinia alsatica,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,41.097472,23333517,145.00464944911647909742,12.1466
ERR14783510,NODE_8_length_454554_cov_41.097472,gene:plasmid:93474;gene:plasmid:136993,Yersinia alsatica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_regulator,EVGS,Authorized for use in humans only ?,41.097472,23333517,145.00464944911647909742,12.1466
ERR14783510,NODE_13_length_350479_cov_2.609764,gene:plasmid:93482;gene:plasmid:124502,Rahnella aquatilis,Drugs,betalactams,Class_A_betalactamases,RAHN,Authorized for use in humans only ,2.609764,23333517,145.00464944911647909742,0.771328
ERR14783510,NODE_13_length_350479_cov_2.609764,gene:plasmid:93482;gene:plasmid:124502,Rahnella aquatilis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEB,0,2.609764,23333517,145.00464944911647909742,0.771328
ERR14783510,NODE_20_length_230279_cov_43.779876,gene:proph:159064,Yersinia alsatica,Drugs,Fosfomycin,Fosfomycin_target_mutation,MURA,HPCIA,43.779876,23333517,145.00464944911647909742,12.9393
ERR14783510,NODE_114_length_84812_cov_3.943166,gene:proph:159396,Rahnella aceris,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT,HPCIA,3.943166,23333517,145.00464944911647909742,1.16542
